x-axis,NO_LBL,2
second,Volt,Volt
-2.695000E-06,-1.531441549545E+00,-43.720889888E-03
-2.690000E-06,-1.526146908489E+00,-60.717026173E-03
-2.685000E-06,-1.539300620983E+00,-44.484067265E-03
-2.680000E-06,-1.530298653126E+00,-58.326623634E-03
-2.675000E-06,-1.536601319777E+00,-49.201485318E-03
-2.670000E-06,-1.536425286588E+00,-52.750585799E-03
-2.665000E-06,-1.535116459099E+00,-56.693985545E-03
-2.660000E-06,-1.536902046282E+00,-46.107568213E-03
-2.655000E-06,-1.525936271774E+00,-58.919708471E-03
-2.650000E-06,-1.531005575271E+00,-46.315475848E-03
-2.645000E-06,-1.526728609595E+00,-59.925502553E-03
-2.640000E-06,-1.528542693799E+00,-45.291648731E-03
-2.635000E-06,-1.537178497546E+00,-57.747425441E-03
-2.630000E-06,-1.536006877939E+00,-51.474748513E-03
-2.625000E-06,-1.533627301252E+00,-53.236995278E-03
-2.620000E-06,-1.527547861270E+00,-56.814230914E-03
-2.615000E-06,-1.531390058895E+00,-49.684592760E-03
-2.610000E-06,-1.536432825483E+00,-59.972831733E-03
-2.605000E-06,-1.540043654433E+00,-48.185076472E-03
-2.600000E-06,-1.548539385518E+00,-59.729280205E-03
-2.595000E-06,-1.547523444084E+00,-51.057772254E-03
-2.590000E-06,-1.554729119528E+00,-58.698080048E-03
-2.585000E-06,-1.524567736241E+00,-55.628694507E-03
-2.580000E-06,-1.345246911152E+00,-50.701725340E-03
-2.575000E-06,-951.908403315E-03,-23.586914899E-03
-2.570000E-06,-390.082386515E-03,+40.491306779E-03
-2.565000E-06,+217.869301356E-03,+114.576581740E-03
-2.560000E-06,+659.317491154E-03,+194.014155223E-03
-2.555000E-06,+893.829508054E-03,+225.390536918E-03
-2.550000E-06,+994.600479576E-03,+250.651276858E-03
-2.545000E-06,+1.081236777642E+00,+253.368279388E-03
-2.540000E-06,+1.190553915455E+00,+271.536502692E-03
-2.535000E-06,+1.320947842413E+00,+276.874432081E-03
-2.530000E-06,+1.406345650877E+00,+277.019872435E-03
-2.525000E-06,+1.438162273860E+00,+262.978605883E-03
-2.520000E-06,+1.414449661000E+00,+250.251217878E-03
-2.515000E-06,+1.403355122174E+00,+262.559458421E-03
-2.510000E-06,+1.424016669006E+00,+278.649102944E-03
-2.505000E-06,+1.470097106709E+00,+287.146763986E-03
-2.500000E-06,+1.501197157761E+00,+266.388870081E-03
-2.495000E-06,+1.487626242842E+00,+242.084001663E-03
-2.490000E-06,+1.458410840047E+00,+229.349466787E-03
-2.485000E-06,+1.447323840115E+00,+246.811959091E-03
-2.480000E-06,+1.460454483591E+00,+267.037245171E-03
-2.475000E-06,+1.472956307869E+00,+274.728953149E-03
-2.470000E-06,+1.475286052463E+00,+265.149641667E-03
-2.465000E-06,+1.468575230059E+00,+249.913384934E-03
-2.460000E-06,+1.468163983360E+00,+249.040531719E-03
-2.455000E-06,+1.474808689658E+00,+250.108732770E-03
-2.450000E-06,+1.490340320281E+00,+253.275385129E-03
-2.445000E-06,+1.483408909822E+00,+235.672262286E-03
-2.440000E-06,+1.471628708533E+00,+233.992822739E-03
-2.435000E-06,+1.474932252140E+00,+218.121399059E-03
-2.430000E-06,+1.471901616517E+00,+230.625258839E-03
-2.425000E-06,+1.478830916085E+00,+225.570430020E-03
-2.420000E-06,+1.475651688850E+00,+231.404252817E-03
-2.415000E-06,+1.470738892805E+00,+221.167338638E-03
-2.410000E-06,+1.462072556535E+00,+213.608993705E-03
-2.405000E-06,+1.473790863500E+00,+213.178779147E-03
-2.400000E-06,+1.476813055561E+00,+209.839244857E-03
-2.395000E-06,+1.482220478480E+00,+221.280964857E-03
-2.390000E-06,+1.471227413174E+00,+207.799687394E-03
-2.385000E-06,+1.468196702162E+00,+213.084573120E-03
-2.380000E-06,+1.461809373725E+00,+197.579841273E-03
-2.375000E-06,+1.466248802579E+00,+203.814401550E-03
-2.370000E-06,+1.470291987134E+00,+198.457293214E-03
-2.365000E-06,+1.477660427312E+00,+192.145202945E-03
-2.360000E-06,+1.475862325565E+00,+194.068812209E-03
-2.355000E-06,+1.469628112077E+00,+179.208113048E-03
-2.350000E-06,+1.473285606785E+00,+194.350299455E-03
-2.345000E-06,+1.471436240554E+00,+179.440461780E-03
-2.340000E-06,+1.472646760858E+00,+198.415964994E-03
-2.335000E-06,+1.479138879929E+00,+175.315419908E-03
-2.330000E-06,+1.480807161912E+00,+185.275445566E-03
-2.325000E-06,+1.473652826340E+00,+172.313914573E-03
-2.320000E-06,+1.469686236954E+00,+170.123880774E-03
-2.315000E-06,+1.472316331108E+00,+176.327697439E-03
-2.310000E-06,+1.473347802665E+00,+159.543871503E-03
-2.305000E-06,+1.475511465411E+00,+177.339733726E-03
-2.300000E-06,+1.478997676434E+00,+146.227318887E-03
-2.295000E-06,+1.467930277628E+00,+170.538052565E-03
-2.290000E-06,+1.466932052596E+00,+144.518914907E-03
-2.285000E-06,+1.469740441606E+00,+163.081347009E-03
-2.280000E-06,+1.470571604734E+00,+145.139064376E-03
-2.275000E-06,+1.462984838169E+00,+150.204402413E-03
-2.270000E-06,+1.475808347079E+00,+147.996923613E-03
-2.265000E-06,+1.470087230757E+00,+136.084067934E-03
-2.260000E-06,+1.476192076814E+00,+152.149437217E-03
-2.255000E-06,+1.473660817568E+00,+128.296178739E-03
-2.250000E-06,+1.472041613789E+00,+150.325024727E-03
-2.245000E-06,+1.477885010982E+00,+125.176267527E-03
-2.240000E-06,+1.461660706724E+00,+145.576651973E-03
-2.235000E-06,+1.471979417909E+00,+125.330905333E-03
-2.230000E-06,+1.470004227528E+00,+134.992451076E-03
-2.225000E-06,+1.472988800505E+00,+133.123257553E-03
-2.220000E-06,+1.470741531418E+00,+123.816823899E-03
-2.215000E-06,+1.473339509881E+00,+139.813061519E-03
-2.210000E-06,+1.473953929790E+00,+113.887406153E-03
-2.205000E-06,+1.475067122964E+00,+141.361686166E-03
-2.200000E-06,+1.474960372217E+00,+112.029686828E-03
-2.195000E-06,+1.475634349393E+00,+133.633384394E-03
-2.190000E-06,+1.466484242257E+00,+111.873842799E-03
-2.185000E-06,+1.469361989098E+00,+120.054312390E-03
-2.180000E-06,+1.477134815582E+00,+115.355741574E-03
-2.175000E-06,+1.473162195080E+00,+108.009450668E-03
-2.170000E-06,+1.475867828958E+00,+121.466935380E-03
-2.165000E-06,+1.462959205927E+00,+95.823943328E-03
-2.160000E-06,+1.469889787108E+00,+120.506510365E-03
-2.155000E-06,+1.462827049105E+00,+92.076539764E-03
-2.150000E-06,+1.474345123030E+00,+117.397455161E-03
-2.145000E-06,+1.469539303899E+00,+94.695416043E-03
-2.140000E-06,+1.465678862149E+00,+106.351044637E-03
-2.135000E-06,+1.472440496702E+00,+99.771851334E-03
-2.130000E-06,+1.463146698236E+00,+94.947923778E-03
-2.125000E-06,+1.477444513371E+00,+105.677097617E-03
-2.120000E-06,+1.469571042645E+00,+85.304667392E-03
-2.115000E-06,+1.467897709603E+00,+108.009812535E-03
-2.110000E-06,+1.460922724333E+00,+80.411789107E-03
-2.105000E-06,+1.472180178672E+00,+102.280132028E-03
-2.100000E-06,+1.477651154472E+00,+83.054759693E-03
-2.095000E-06,+1.463032182427E+00,+93.405511179E-03
-2.090000E-06,+1.474123027195E+00,+90.222996986E-03
-2.085000E-06,+1.465268821672E+00,+81.783098954E-03
-2.080000E-06,+1.472369631093E+00,+95.382661673E-03
-2.075000E-06,+1.467651941639E+00,+75.026741627E-03
-2.070000E-06,+1.479739051327E+00,+94.510502036E-03
-2.065000E-06,+1.464496612700E+00,+70.872282988E-03
-2.060000E-06,+1.463028036035E+00,+91.090497586E-03
-2.055000E-06,+1.470653477129E+00,+69.598843071E-03
-2.050000E-06,+1.470586380968E+00,+81.037110257E-03
-2.045000E-06,+1.465224794528E+00,+71.973549632E-03
-2.040000E-06,+1.468313102695E+00,+68.438441338E-03
-2.035000E-06,+1.469795098592E+00,+76.411214384E-03
-2.030000E-06,+1.473567787609E+00,+60.616265251E-03
-2.025000E-06,+1.462171994555E+00,+77.027639639E-03
-2.020000E-06,+1.466496379878E+00,+55.650516010E-03
-2.015000E-06,+1.465638453674E+00,+75.316762902E-03
-2.010000E-06,+1.476213864219E+00,+56.834137538E-03
-2.005000E-06,+1.464921881744E+00,+65.103777175E-03
-2.000000E-06,+1.469037439686E+00,+60.359400035E-03
-1.995000E-06,+1.466155546453E+00,+59.167591267E-03
-1.990000E-06,+1.468534670806E+00,+62.436787671E-03
-1.985000E-06,+1.468349817111E+00,+52.367101252E-03
-1.980000E-06,+1.464463667731E+00,+65.122835500E-03
-1.975000E-06,+1.467975737162E+00,+49.670061714E-03
-1.970000E-06,+1.466026405189E+00,+60.456712086E-03
-1.965000E-06,+1.474775593911E+00,+49.216823372E-03
-1.960000E-06,+1.463145039679E+00,+57.177051697E-03
-1.955000E-06,+1.467915727561E+00,+52.380128462E-03
-1.950000E-06,+1.472754717828E+00,+51.861814381E-03
-1.945000E-06,+1.466589334448E+00,+55.002834499E-03
-1.940000E-06,+1.463481349767E+00,+47.444022155E-03
-1.935000E-06,+1.468095831753E+00,+56.623802379E-03
-1.930000E-06,+1.472009950432E+00,+46.138300690E-03
-1.925000E-06,+1.461523046509E+00,+53.173657428E-03
-1.920000E-06,+1.461605823572E+00,+46.268497400E-03
-1.915000E-06,+1.471745561399E+00,+48.127588804E-03
-1.910000E-06,+1.467302890820E+00,+46.474490156E-03
-1.905000E-06,+1.463235807970E+00,+44.456403464E-03
-1.900000E-06,+1.469877272543E+00,+47.716191327E-03
-1.895000E-06,+1.469373146662E+00,+41.640701726E-03
-1.890000E-06,+1.470155306975E+00,+49.808822608E-03
-1.885000E-06,+1.473338379047E+00,+37.841113933E-03
-1.880000E-06,+1.470306612590E+00,+48.485671219E-03
-1.875000E-06,+1.464727001319E+00,+39.150981789E-03
-1.870000E-06,+1.465677128203E+00,+47.870406955E-03
-1.865000E-06,+1.465124150285E+00,+40.098364516E-03
-1.860000E-06,+1.464456958115E+00,+42.429059010E-03
-1.855000E-06,+1.470633122114E+00,+43.863801117E-03
-1.850000E-06,+1.464481384133E+00,+40.098364516E-03
-1.845000E-06,+1.462879745978E+00,+43.893413894E-03
-1.840000E-06,+1.469580918597E+00,+36.495044305E-03
-1.835000E-06,+1.468298703406E+00,+46.378580339E-03
-1.830000E-06,+1.461955025169E+00,+35.927305231E-03
-1.825000E-06,+1.462821696490E+00,+44.410506674E-03
-1.820000E-06,+1.461767080527E+00,+35.253147122E-03
-1.815000E-06,+1.476901486794E+00,+43.725522712E-03
-1.810000E-06,+1.467321059556E+00,+37.171479160E-03
-1.805000E-06,+1.468726234118E+00,+40.553834371E-03
-1.800000E-06,+1.470238310205E+00,+38.416271279E-03
-1.795000E-06,+1.468191123380E+00,+37.729387515E-03
-1.790000E-06,+1.466593933173E+00,+41.345584158E-03
-1.785000E-06,+1.460287949409E+00,+33.144141362E-03
-1.780000E-06,+1.465814939196E+00,+44.642116593E-03
-1.775000E-06,+1.464388731119E+00,+29.835697474E-03
-1.770000E-06,+1.465429324738E+00,+44.134884688E-03
-1.765000E-06,+1.466686736966E+00,+29.524235583E-03
-1.760000E-06,+1.469425014257E+00,+41.582169748E-03
-1.755000E-06,+1.474779740302E+00,+32.559469932E-03
-1.750000E-06,+1.468027755535E+00,+36.742108958E-03
-1.745000E-06,+1.461787133986E+00,+36.917433491E-03
-1.740000E-06,+1.471927097981E+00,+31.692105032E-03
-1.735000E-06,+1.470500965292E+00,+41.749291963E-03
-1.730000E-06,+1.461424663935E+00,+30.111213915E-03
-1.725000E-06,+1.469432326985E+00,+43.792000684E-03
-1.720000E-06,+1.456225993007E+00,+30.361143348E-03
-1.715000E-06,+1.461279314047E+00,+44.310254454E-03
-1.710000E-06,+1.471931772095E+00,+30.474709256E-03
-1.705000E-06,+1.472985860336E+00,+38.394890973E-03
-1.700000E-06,+1.478089616581E+00,+33.716976728E-03
-1.695000E-06,+1.470099820711E+00,+33.328075312E-03
-1.690000E-06,+1.473787998720E+00,+41.631021785E-03
-1.685000E-06,+1.465937446233E+00,+28.155262793E-03
-1.680000E-06,+1.479182756296E+00,+43.054515861E-03
-1.675000E-06,+1.458462029141E+00,+23.936421994E-03
-1.670000E-06,+1.467869589526E+00,+44.140915804E-03
-1.665000E-06,+1.462932970574E+00,+26.101984542E-03
-1.660000E-06,+1.465099799656E+00,+39.957975221E-03
-1.655000E-06,+1.476154382341E+00,+31.665764134E-03
-1.650000E-06,+1.465385900705E+00,+34.508816982E-03
-1.645000E-06,+1.476775361088E+00,+40.172818639E-03
-1.640000E-06,+1.465232785756E+00,+25.906772405E-03
-1.635000E-06,+1.473572687891E+00,+44.897353409E-03
-1.630000E-06,+1.464545389348E+00,+21.499233075E-03
-1.625000E-06,+1.466414432093E+00,+45.332799960E-03
-1.620000E-06,+1.470479554831E+00,+23.130257841E-03
-1.615000E-06,+1.469931627973E+00,+43.144922284E-03
-1.610000E-06,+1.476175717413E+00,+30.565417236E-03
-1.605000E-06,+1.466204398490E+00,+34.389355658E-03
-1.600000E-06,+1.466072769391E+00,+39.393327095E-03
-1.595000E-06,+1.469736445992E+00,+26.247334429E-03
-1.590000E-06,+1.472472461615E+00,+47.692021631E-03
-1.585000E-06,+1.456668752286E+00,+19.089892833E-03
-1.580000E-06,+1.476421937710E+00,+50.089013164E-03
-1.575000E-06,+1.466931449484E+00,+21.313203313E-03
-1.570000E-06,+1.462209387472E+00,+44.961057067E-03
-1.565000E-06,+1.474688896623E+00,+28.505896780E-03
-1.560000E-06,+1.464255292684E+00,+35.742843559E-03
-1.555000E-06,+1.478291885123E+00,+38.074849821E-03
-1.550000E-06,+1.468927748770E+00,+26.533314856E-03
-1.545000E-06,+1.469763962957E+00,+45.756018424E-03
-1.540000E-06,+1.468135335560E+00,+19.458409078E-03
-1.535000E-06,+1.480679603815E+00,+48.556959007E-03
-1.530000E-06,+1.470339632948E+00,+19.209836646E-03
-1.525000E-06,+1.470920127831E+00,+45.156374748E-03
-1.520000E-06,+1.471433375774E+00,+26.717580518E-03
-1.515000E-06,+1.463449611020E+00,+37.617811875E-03
-1.510000E-06,+1.477271495741E+00,+35.601383741E-03
-1.505000E-06,+1.467918592341E+00,+28.313142323E-03
-1.500000E-06,+1.467339077514E+00,+43.607931034E-03
-1.495000E-06,+1.466919462642E+00,+23.327505479E-03
-1.490000E-06,+1.476113596921E+00,+47.280654309E-03
-1.485000E-06,+1.465254422384E+00,+21.117749932E-03
-1.480000E-06,+1.470241627318E+00,+44.288813837E-03
-1.475000E-06,+1.473651469339E+00,+27.181132068E-03
-1.470000E-06,+1.466460343961E+00,+36.855644710E-03
-1.465000E-06,+1.468105104593E+00,+37.344677725E-03
-1.460000E-06,+1.463938809890E+00,+27.253113433E-03
-1.455000E-06,+1.472476834174E+00,+46.281268287E-03
-1.450000E-06,+1.466528721736E+00,+22.521039769E-03
-1.445000E-06,+1.479939812090E+00,+47.430060122E-03
-1.440000E-06,+1.467495132632E+00,+22.579571747E-03
-1.435000E-06,+1.468420381165E+00,+42.913282209E-03
-1.430000E-06,+1.475817167586E+00,+27.552859882E-03
-1.425000E-06,+1.463813965795E+00,+38.769830357E-03
-1.420000E-06,+1.475128791122E+00,+36.135243022E-03
-1.415000E-06,+1.467565395130E+00,+27.812348634E-03
-1.410000E-06,+1.471373818507E+00,+43.453504318E-03
-1.405000E-06,+1.473485312102E+00,+20.256250292E-03
-1.400000E-06,+1.474230757999E+00,+47.500955887E-03
-1.395000E-06,+1.473349838167E+00,+22.198314770E-03
-1.390000E-06,+1.470237857871E+00,+44.382190586E-03
-1.385000E-06,+1.463194570217E+00,+28.029182320E-03
-1.380000E-06,+1.471367485835E+00,+36.939281207E-03
-1.375000E-06,+1.470884242693E+00,+38.738634411E-03
-1.370000E-06,+1.467909394890E+00,+29.115853663E-03
-1.365000E-06,+1.471292096890E+00,+43.580579925E-03
-1.360000E-06,+1.466467581300E+00,+22.984546086E-03
-1.355000E-06,+1.475437810411E+00,+47.365632729E-03
-1.350000E-06,+1.466801780497E+00,+23.113295328E-03
-1.345000E-06,+1.464038323298E+00,+43.600497684E-03
-1.340000E-06,+1.466926323036E+00,+28.260731928E-03
-1.335000E-06,+1.465201650122E+00,+38.255481735E-03
-1.330000E-06,+1.467319476388E+00,+36.806280029E-03
-1.325000E-06,+1.471164161849E+00,+31.001195498E-03
-1.320000E-06,+1.470672324366E+00,+44.071030251E-03
-1.315000E-06,+1.471917071251E+00,+26.804941228E-03
-1.310000E-06,+1.488167007750E+00,+46.786359147E-03
-1.305000E-06,+1.479394222289E+00,+28.066831559E-03
-1.300000E-06,+1.389192253253E+00,+45.865860118E-03
-1.295000E-06,+1.101797906402E+00,+12.325122100E-03
-1.290000E-06,+607.921454273E-03,-23.639264983E-03
-1.285000E-06,+7.342503751E-03,-99.393138560E-03
-1.280000E-06,-517.939400051E-03,-177.603651405E-03
-1.275000E-06,-836.733242850E-03,-225.632863202E-03
-1.270000E-06,-981.186906653E-03,-261.252768036E-03
-1.265000E-06,-1.075528331930E+00,-259.221789835E-03
-1.260000E-06,-1.178250218593E+00,-282.785147659E-03
-1.255000E-06,-1.308835407307E+00,-286.151731503E-03
-1.250000E-06,-1.433141752277E+00,-296.509931418E-03
-1.245000E-06,-1.483769877362E+00,-282.471755812E-03
-1.240000E-06,-1.481531654949E+00,-269.682322705E-03
-1.235000E-06,-1.455788591611E+00,-273.568457007E-03
-1.230000E-06,-1.466723155094E+00,-282.468272842E-03
-1.225000E-06,-1.511316696618E+00,-305.979235350E-03
-1.220000E-06,-1.545766127756E+00,-289.218945843E-03
-1.215000E-06,-1.549934231794E+00,-273.976763538E-03
-1.210000E-06,-1.535959533681E+00,-245.063579950E-03
-1.205000E-06,-1.517349320065E+00,-255.498359955E-03
-1.200000E-06,-1.529339931901E+00,-275.600852521E-03
-1.195000E-06,-1.531021030005E+00,-285.737800957E-03
-1.190000E-06,-1.541137095703E+00,-290.024793363E-03
-1.185000E-06,-1.538481972420E+00,-268.931554349E-03
-1.180000E-06,-1.535395850533E+00,-272.266489913E-03
-1.175000E-06,-1.527432742350E+00,-259.407714053E-03
-1.170000E-06,-1.545899943135E+00,-274.167527727E-03
-1.165000E-06,-1.555705557154E+00,-257.887073782E-03
-1.160000E-06,-1.550147733289E+00,-254.318251553E-03
-1.155000E-06,-1.542794144733E+00,-237.916180161E-03
-1.150000E-06,-1.534154797706E+00,-242.077574582E-03
-1.145000E-06,-1.540641714940E+00,-246.114396310E-03
-1.140000E-06,-1.535296864847E+00,-243.230135864E-03
-1.135000E-06,-1.543130454821E+00,-246.055411999E-03
-1.130000E-06,-1.533739856948E+00,-231.198708452E-03
-1.125000E-06,-1.534478065505E+00,-236.084077999E-03
-1.120000E-06,-1.544043188788E+00,-225.441887925E-03
-1.115000E-06,-1.537589367301E+00,-238.494202286E-03
-1.110000E-06,-1.539610695717E+00,-226.002344426E-03
-1.105000E-06,-1.535575050057E+00,-232.115407878E-03
-1.100000E-06,-1.530105129702E+00,-219.317636754E-03
-1.095000E-06,-1.535738417903E+00,-223.332098120E-03
-1.090000E-06,-1.541934032250E+00,-214.854204059E-03
-1.085000E-06,-1.543629831198E+00,-214.990145406E-03
-1.080000E-06,-1.537219056799E+00,-210.689251279E-03
-1.075000E-06,-1.540004602959E+00,-202.187986645E-03
-1.070000E-06,-1.543514109166E+00,-208.569736300E-03
-1.065000E-06,-1.537157539419E+00,-199.015438871E-03
-1.060000E-06,-1.539420263240E+00,-213.109296752E-03
-1.055000E-06,-1.537501991513E+00,-196.376840844E-03
-1.050000E-06,-1.534850637676E+00,-206.329553774E-03
-1.045000E-06,-1.535716328941E+00,-187.665542607E-03
-1.040000E-06,-1.537267607280E+00,-194.257205242E-03
-1.035000E-06,-1.536174844510E+00,-187.845375398E-03
-1.030000E-06,-1.532828706149E+00,-186.739630652E-03
-1.025000E-06,-1.543681548015E+00,-187.188797991E-03
-1.020000E-06,-1.538325615746E+00,-173.034327397E-03
-1.015000E-06,-1.541587092321E+00,-184.765314782E-03
-1.010000E-06,-1.536542516399E+00,-162.033346252E-03
-1.005000E-06,-1.543647170655E+00,-182.122253730E-03
-1.000000E-06,-1.533328610248E+00,-159.395275948E-03
-995.000E-09,-1.534107981171E+00,-176.803427900E-03
-990.000E-09,-1.535668004627E+00,-156.571190959E-03
-985.000E-09,-1.536381410221E+00,-167.345914799E-03
-980.000E-09,-1.536581266317E+00,-161.291292859E-03
-975.000E-09,-1.533592094614E+00,-157.829598321E-03
-970.000E-09,-1.538441639334E+00,-163.205553894E-03
-965.000E-09,-1.529694109169E+00,-147.400382019E-03
-960.000E-09,-1.536848746297E+00,-162.159833826E-03
-955.000E-09,-1.534568833797E+00,-139.445672165E-03
-950.000E-09,-1.530374419017E+00,-161.588099138E-03
-945.000E-09,-1.539522415261E+00,-139.700999447E-03
-940.000E-09,-1.537169300094E+00,-154.930787808E-03
-935.000E-09,-1.548655032161E+00,-145.905298601E-03
-930.000E-09,-1.533341200202E+00,-146.012079504E-03
-925.000E-09,-1.533604533790E+00,-148.577309009E-03
-920.000E-09,-1.532392958042E+00,-136.610565312E-03
-915.000E-09,-1.539641605185E+00,-148.336592104E-03
-910.000E-09,-1.537788092562E+00,-128.565765667E-03
-905.000E-09,-1.538328028192E+00,-145.284877732E-03
-900.000E-09,-1.531550863516E+00,-124.766027097E-03
-895.000E-09,-1.538216754108E+00,-134.476349488E-03
-890.000E-09,-1.529960005981E+00,-128.161107962E-03
-885.000E-09,-1.530073240178E+00,-125.714329568E-03
-880.000E-09,-1.538038233085E+00,-131.381135694E-03
-875.000E-09,-1.530589880624E+00,-116.056598505E-03
-870.000E-09,-1.534704835455E+00,-131.281320730E-03
-865.000E-09,-1.530794863167E+00,-112.040418271E-03
-860.000E-09,-1.527781265446E+00,-128.056769660E-03
-855.000E-09,-1.533313004737E+00,-111.309869230E-03
-850.000E-09,-1.528979195796E+00,-122.639063689E-03
-845.000E-09,-1.535365393398E+00,-115.072893385E-03
-840.000E-09,-1.533633030812E+00,-111.267892665E-03
-835.000E-09,-1.539994350063E+00,-121.294863708E-03
-830.000E-09,-1.530670094462E+00,-101.032456110E-03
-825.000E-09,-1.538569875930E+00,-122.438257693E-03
-820.000E-09,-1.537365537521E+00,-97.276412972E-03
-815.000E-09,-1.532087482033E+00,-119.273444824E-03
-810.000E-09,-1.534050459405E+00,-98.483314606E-03
-805.000E-09,-1.530158052742E+00,-112.802057713E-03
-800.000E-09,-1.532522551639E+00,-103.339222153E-03
-795.000E-09,-1.531618939735E+00,-100.141434159E-03
-790.000E-09,-1.536394904843E+00,-108.377601104E-03
-785.000E-09,-1.533553344696E+00,-88.714626092E-03
-780.000E-09,-1.539865058020E+00,-111.884001286E-03
-775.000E-09,-1.532664659802E+00,-83.189008385E-03
-770.000E-09,-1.532533859981E+00,-107.844857579E-03
-765.000E-09,-1.536624539572E+00,-82.749249586E-03
-760.000E-09,-1.534582253029E+00,-98.863983549E-03
-755.000E-09,-1.535681499248E+00,-86.600508962E-03
-750.000E-09,-1.528007809228E+00,-85.277523429E-03
-745.000E-09,-1.539806254642E+00,-92.621748678E-03
-740.000E-09,-1.529591881759E+00,-74.447901358E-03
-735.000E-09,-1.541020695171E+00,-95.847943227E-03
-730.000E-09,-1.537849609942E+00,-67.673827629E-03
-725.000E-09,-1.528504245437E+00,-94.302590459E-03
-720.000E-09,-1.529530439768E+00,-68.207023488E-03
-715.000E-09,-1.533767750858E+00,-85.479822126E-03
-710.000E-09,-1.535919652928E+00,-73.367984865E-03
-705.000E-09,-1.534254386503E+00,-76.407214827E-03
-700.000E-09,-1.534907330163E+00,-80.867164553E-03
-695.000E-09,-1.535754928082E+00,-66.548496834E-03
-690.000E-09,-1.533157703508E+00,-84.940142819E-03
-685.000E-09,-1.536419858584E+00,-62.091638056E-03
-680.000E-09,-1.538516802112E+00,-85.454491441E-03
-675.000E-09,-1.541198386916E+00,-60.554170973E-03
-670.000E-09,-1.539581143250E+00,-80.437281705E-03
-665.000E-09,-1.531606575948E+00,-67.086381886E-03
-660.000E-09,-1.532496994787E+00,-69.883749032E-03
-655.000E-09,-1.534059958412E+00,-71.502967889E-03
-650.000E-09,-1.537929522225E+00,-64.228809126E-03
-645.000E-09,-1.535866051388E+00,-76.449010459E-03
-640.000E-09,-1.535843510093E+00,-58.146368664E-03
-635.000E-09,-1.537047471558E+00,-76.506939325E-03
-630.000E-09,-1.540116329377E+00,-59.147262465E-03
-625.000E-09,-1.535549719371E+00,-68.937210661E-03
-620.000E-09,-1.538992129416E+00,-61.683783860E-03
-615.000E-09,-1.532874391850E+00,-62.346301915E-03
-610.000E-09,-1.532000483190E+00,-67.076249611E-03
-605.000E-09,-1.534944044580E+00,-57.138720014E-03
-600.000E-09,-1.530464433418E+00,-68.033493212E-03
-595.000E-09,-1.532007645139E+00,-52.694843213E-03
-590.000E-09,-1.528247395298E+00,-68.327238701E-03
-585.000E-09,-1.534299846038E+00,-54.687734918E-03
-580.000E-09,-1.533818336841E+00,-66.890038915E-03
-575.000E-09,-1.539919715006E+00,-60.255706136E-03
-570.000E-09,-1.536602073666E+00,-57.900977646E-03
-565.000E-09,-1.535426232278E+00,-64.934660749E-03
-560.000E-09,-1.535012573132E+00,-52.667869048E-03
-555.000E-09,-1.530913751535E+00,-67.714115482E-03
-550.000E-09,-1.535409118987E+00,-49.270963770E-03
-545.000E-09,-1.527482122109E+00,-69.747777529E-03
-540.000E-09,-1.535156415240E+00,-50.983860931E-03
-535.000E-09,-1.532225745360E+00,-67.213171015E-03
-530.000E-09,-1.532256730217E+00,-53.826295590E-03
-525.000E-09,-1.532807823411E+00,-61.019969113E-03
-520.000E-09,-1.530349314498E+00,-60.894868697E-03
-515.000E-09,-1.531893053942E+00,-52.475943869E-03
-510.000E-09,-1.531683095728E+00,-64.536094470E-03
-505.000E-09,-1.535006165071E+00,-48.558055743E-03
-500.000E-09,-1.533710229092E+00,-65.485557932E-03
-495.000E-09,-1.534172966442E+00,-46.556087208E-03
-490.000E-09,-1.533907446575E+00,-64.753862979E-03
-485.000E-09,-1.531056915143E+00,-47.386315513E-03
-480.000E-09,-1.530590031402E+00,-61.057738975E-03
-475.000E-09,-1.533839219579E+00,-53.713558960E-03
-470.000E-09,-1.531378222830E+00,-55.648627344E-03
-465.000E-09,-1.535299126515E+00,-57.335304230E-03
-460.000E-09,-1.531546415569E+00,-49.899511567E-03
-455.000E-09,-1.540605452857E+00,-60.511470674E-03
-450.000E-09,-1.522419980563E+00,-47.290164451E-03
-445.000E-09,-1.534801710250E+00,-63.126954450E-03
-440.000E-09,-1.535707885379E+00,-46.790396052E-03
-435.000E-09,-1.531159444109E+00,-62.816005204E-03
-430.000E-09,-1.534200181851E+00,-50.151355880E-03
-425.000E-09,-1.536585186542E+00,-59.523423149E-03
-420.000E-09,-1.531140596873E+00,-52.363569107E-03
-415.000E-09,-1.530170265751E+00,-53.536470326E-03
-410.000E-09,-1.534665030092E+00,-58.776107607E-03
-405.000E-09,-1.531951480375E+00,-49.980238050E-03
-400.000E-09,-1.542303815029E+00,-59.561585034E-03
-395.000E-09,-1.533196604204E+00,-45.875340105E-03
-390.000E-09,-1.532825615202E+00,-63.603970466E-03
-385.000E-09,-1.527677530257E+00,-43.192579234E-03
-380.000E-09,-1.530442646012E+00,-61.796490333E-03
-375.000E-09,-1.533491224204E+00,-47.715327951E-03
-370.000E-09,-1.533161849900E+00,-57.311903501E-03
-365.000E-09,-1.530931694104E+00,-51.864599830E-03
-360.000E-09,-1.534453564098E+00,-52.164391512E-03
-355.000E-09,-1.533520625893E+00,-56.530858944E-03
-350.000E-09,-1.530602395189E+00,-48.611431116E-03
