x-axis,NO_LBL,2
second,Volt,Volt
-345.000E-09,-1.531489044581E+00,-60.761023162E-03
-340.000E-09,-1.536351028476E+00,-43.012897220E-03
-335.000E-09,-1.539056737743E+00,-62.023667383E-03
-330.000E-09,-1.534512216698E+00,-44.255985548E-03
-325.000E-09,-1.533990072859E+00,-60.516702666E-03
-320.000E-09,-1.536617000677E+00,-48.527206586E-03
-315.000E-09,-1.531400537958E+00,-54.437790407E-03
-310.000E-09,-1.534601477210E+00,-54.104058622E-03
-305.000E-09,-1.524972725658E+00,-48.300572337E-03
-300.000E-09,-1.533842536692E+00,-59.926211209E-03
-295.000E-09,-1.530125107773E+00,-44.625104904E-03
-290.000E-09,-1.535666873793E+00,-64.470325153E-03
-285.000E-09,-1.535020790527E+00,-43.398783078E-03
-280.000E-09,-1.529739342537E+00,-61.624045659E-03
-275.000E-09,-1.531081190384E+00,-46.577120724E-03
-270.000E-09,-1.535189812543E+00,-56.249567709E-03
-265.000E-09,-1.532650637459E+00,-51.885422257E-03
-260.000E-09,-1.524053583630E+00,-50.034503013E-03
-255.000E-09,-1.533383493401E+00,-57.639679560E-03
-250.000E-09,-1.538626945362E+00,-43.479208005E-03
-245.000E-09,-1.540611634751E+00,-62.754171190E-03
-240.000E-09,-1.530673637743E+00,-41.383968267E-03
-235.000E-09,-1.530829994416E+00,-64.810585622E-03
-230.000E-09,-1.540049760937E+00,-41.638526582E-03
-225.000E-09,-1.529636888959E+00,-60.741195869E-03
-220.000E-09,-1.536719152699E+00,-48.494698873E-03
-215.000E-09,-1.538037026861E+00,-51.646228209E-03
-210.000E-09,-1.532399441491E+00,-55.775868807E-03
-205.000E-09,-1.534441577256E+00,-44.504271502E-03
-200.000E-09,-1.523976686905E+00,-61.840200844E-03
-195.000E-09,-1.533001346834E+00,-43.313518180E-03
-190.000E-09,-1.535752138690E+00,-61.788242783E-03
-185.000E-09,-1.537072651466E+00,-46.990041058E-03
-180.000E-09,-1.528706137034E+00,-55.650828701E-03
-175.000E-09,-1.537998427721E+00,-50.367737232E-03
-170.000E-09,-1.539084782431E+00,-51.114992463E-03
-165.000E-09,-1.543312066791E+00,-59.414395656E-03
-160.000E-09,-1.531666660937E+00,-43.281915134E-03
-155.000E-09,-1.535820516464E+00,-61.205471154E-03
-150.000E-09,-1.532404040217E+00,-41.150609324E-03
-145.000E-09,-1.533309235289E+00,-60.453466419E-03
-140.000E-09,-1.532116732944E+00,-48.140551761E-03
-135.000E-09,-1.538652276048E+00,-56.095879804E-03
-130.000E-09,-1.534674152154E+00,-54.400623657E-03
-125.000E-09,-1.529023750663E+00,-46.958513401E-03
-120.000E-09,-1.531510605819E+00,-60.155408683E-03
-115.000E-09,-1.534067120362E+00,-41.656092206E-03
-110.000E-09,-1.534215033474E+00,-69.161734020E-03
-105.000E-09,-1.535016945691E+00,-37.451680852E-03
-100.000E-09,-1.533771218749E+00,-66.806296874E-03
-95.000E-09,-1.531116246244E+00,-42.168631494E-03
-90.000E-09,-1.531486255190E+00,-59.099194473E-03
-85.000E-09,-1.536979923063E+00,-51.553575195E-03
-80.000E-09,-1.533710078314E+00,-49.960139357E-03
-75.000E-09,-1.543513355277E+00,-60.549134991E-03
-70.000E-09,-1.534328946171E+00,-40.393538452E-03
-65.000E-09,-1.537964125751E+00,-66.997513396E-03
-60.000E-09,-1.536640748195E+00,-39.330780483E-03
-55.000E-09,-1.535367428900E+00,-65.484050153E-03
-50.000E-09,-1.536656429096E+00,-43.317709806E-03
-45.000E-09,-1.535134703224E+00,-62.181124735E-03
-40.000E-09,-1.538524491785E+00,-52.550624159E-03
-35.000E-09,-1.538328555915E+00,-51.917311780E-03
-30.000E-09,-1.556182995348E+00,-61.170671616E-03
-25.000E-09,-1.552670925918E+00,-47.025021529E-03
-20.000E-09,-1.493754087795E+00,-71.033701857E-03
-15.000E-09,-1.263772569598E+00,-30.980595296E-03
-10.000E-09,-820.572566868E-03,-23.035776472E-03
-5.000E-09,-204.560594465E-03,+72.092106287E-03
-0.0E+00,+358.879952000E-03,+130.940717415E-03
+5.000E-09,+743.724236534E-03,+208.410564022E-03
+10.000E-09,+927.765540470E-03,+236.090731246E-03
+15.000E-09,+1.005811041990E+00,+245.060040611E-03
+20.000E-09,+1.097829432289E+00,+266.892453162E-03
+25.000E-09,+1.220480085231E+00,+262.893356062E-03
+30.000E-09,+1.345345891568E+00,+292.360708714E-03
+35.000E-09,+1.427559044793E+00,+263.988305112E-03
+40.000E-09,+1.424621816074E+00,+268.778563965E-03
+45.000E-09,+1.411067637501E+00,+245.641229073E-03
+50.000E-09,+1.405007798644E+00,+270.385464267E-03
+55.000E-09,+1.430561258784E+00,+283.352694664E-03
+60.000E-09,+1.472419010852E+00,+280.782896589E-03
+65.000E-09,+1.498126189052E+00,+267.786113726E-03
+70.000E-09,+1.477334219344E+00,+226.761801531E-03
+75.000E-09,+1.457163002215E+00,+243.058916433E-03
+80.000E-09,+1.459561501527E+00,+242.578507914E-03
+85.000E-09,+1.470653024796E+00,+276.209456345E-03
+90.000E-09,+1.481212302107E+00,+267.764160465E-03
+95.000E-09,+1.480547522383E+00,+262.723414301E-03
+100.000E-09,+1.461786832431E+00,+250.947570493E-03
+105.000E-09,+1.464402451907E+00,+242.834845408E-03
+110.000E-09,+1.470976895707E+00,+260.883456611E-03
+115.000E-09,+1.478177897036E+00,+239.198248516E-03
+120.000E-09,+1.485666130249E+00,+247.739243125E-03
+125.000E-09,+1.475630127612E+00,+216.497098988E-03
+130.000E-09,+1.469084557777E+00,+230.705744078E-03
+135.000E-09,+1.471688642745E+00,+222.070814843E-03
+140.000E-09,+1.474121745583E+00,+230.598917941E-03
+145.000E-09,+1.476869220325E+00,+230.720716323E-03
+150.000E-09,+1.472041689178E+00,+215.441382345E-03
+155.000E-09,+1.469991185240E+00,+222.073242367E-03
+160.000E-09,+1.470649481515E+00,+202.372829205E-03
+165.000E-09,+1.474008737553E+00,+226.559065578E-03
+170.000E-09,+1.480271071118E+00,+203.680450471E-03
+175.000E-09,+1.478338550880E+00,+222.956393712E-03
+180.000E-09,+1.466968691623E+00,+198.943370981E-03
+185.000E-09,+1.470969206035E+00,+209.999913778E-03
+190.000E-09,+1.472837947224E+00,+198.486529047E-03
+195.000E-09,+1.465169835987E+00,+195.805909221E-03
+200.000E-09,+1.476922067976E+00,+197.574639436E-03
+205.000E-09,+1.478472215481E+00,+182.468217545E-03
+210.000E-09,+1.463488888661E+00,+196.186789254E-03
+215.000E-09,+1.476021019296E+00,+176.982148878E-03
+220.000E-09,+1.468497051722E+00,+198.197321973E-03
+225.000E-09,+1.477539277276E+00,+177.893872633E-03
+230.000E-09,+1.468640743053E+00,+189.322444801E-03
+235.000E-09,+1.473566204441E+00,+170.368638526E-03
+240.000E-09,+1.480430895683E+00,+178.451705599E-03
+245.000E-09,+1.471574503881E+00,+169.464755221E-03
+250.000E-09,+1.469854806637E+00,+170.665007549E-03
+255.000E-09,+1.474171653065E+00,+169.582588143E-03
+260.000E-09,+1.471756869741E+00,+160.434968843E-03
+265.000E-09,+1.474211684596E+00,+164.284645052E-03
+270.000E-09,+1.470300279918E+00,+152.132640559E-03
+275.000E-09,+1.477951353254E+00,+161.748168891E-03
+280.000E-09,+1.478165457860E+00,+148.613771045E-03
+285.000E-09,+1.476003378283E+00,+155.324080804E-03
+290.000E-09,+1.474041456356E+00,+143.613493668E-03
+295.000E-09,+1.479269227417E+00,+148.546509028E-03
+300.000E-09,+1.476708114148E+00,+142.529234771E-03
+305.000E-09,+1.477900088771E+00,+142.118138849E-03
+310.000E-09,+1.473886682850E+00,+144.389200687E-03
+315.000E-09,+1.473265553325E+00,+134.378528735E-03
+320.000E-09,+1.469966382277E+00,+140.729806178E-03
+325.000E-09,+1.465219818857E+00,+126.525593957E-03
+330.000E-09,+1.472752983882E+00,+139.101616037E-03
+335.000E-09,+1.473801191785E+00,+124.401540564E-03
+340.000E-09,+1.473156013187E+00,+136.995595679E-03
+345.000E-09,+1.468799059840E+00,+124.522268422E-03
+350.000E-09,+1.467022971664E+00,+132.815534954E-03
+355.000E-09,+1.466533546628E+00,+124.817536767E-03
+360.000E-09,+1.472296428426E+00,+124.979185744E-03
+365.000E-09,+1.473730853899E+00,+124.838992461E-03
+370.000E-09,+1.474158233833E+00,+116.644364825E-03
+375.000E-09,+1.475299471695E+00,+124.229050656E-03
+380.000E-09,+1.463303582632E+00,+109.526472270E-03
+385.000E-09,+1.475046541782E+00,+121.936894991E-03
+390.000E-09,+1.467441154147E+00,+104.672539914E-03
+395.000E-09,+1.474163209503E+00,+117.372818053E-03
+400.000E-09,+1.466887950063E+00,+102.098218502E-03
+405.000E-09,+1.467330860119E+00,+109.442051728E-03
+410.000E-09,+1.469469493735E+00,+102.382284050E-03
+415.000E-09,+1.465137795685E+00,+103.403924888E-03
+420.000E-09,+1.467662722259E+00,+106.009035146E-03
+425.000E-09,+1.464549008017E+00,+95.549406943E-03
+430.000E-09,+1.468192178826E+00,+105.446136043E-03
+435.000E-09,+1.470879493189E+00,+92.235836607E-03
+440.000E-09,+1.467219586035E+00,+102.543872717E-03
+445.000E-09,+1.469588231325E+00,+92.835299348E-03
+450.000E-09,+1.470959028527E+00,+96.022095634E-03
+455.000E-09,+1.467037144786E+00,+94.820350604E-03
+460.000E-09,+1.465125507286E+00,+88.554503914E-03
+465.000E-09,+1.475873709296E+00,+96.450078679E-03
+470.000E-09,+1.468805618678E+00,+84.251709986E-03
+475.000E-09,+1.474082618720E+00,+94.926995806E-03
+480.000E-09,+1.464065463319E+00,+82.130943550E-03
+485.000E-09,+1.466771851086E+00,+90.341372709E-03
+490.000E-09,+1.460885256027E+00,+82.229461825E-03
+495.000E-09,+1.471050776874E+00,+82.370740709E-03
+500.000E-09,+1.470252407937E+00,+83.076924043E-03
+505.000E-09,+1.471280034658E+00,+73.015801808E-03
+510.000E-09,+1.469164017726E+00,+85.723272053E-03
+515.000E-09,+1.470057979846E+00,+66.063463377E-03
+520.000E-09,+1.467888285985E+00,+84.540208404E-03
+525.000E-09,+1.460283652239E+00,+63.015804931E-03
+530.000E-09,+1.470083310532E+00,+78.007062667E-03
+535.000E-09,+1.464079108718E+00,+64.581784114E-03
+540.000E-09,+1.471355951327E+00,+67.173837005E-03
+545.000E-09,+1.467237453215E+00,+68.134458031E-03
+550.000E-09,+1.468913500259E+00,+58.284786711E-03
+555.000E-09,+1.474671406387E+00,+72.197861901E-03
+560.000E-09,+1.464413232526E+00,+52.301286702E-03
+565.000E-09,+1.468401383150E+00,+70.472736653E-03
+570.000E-09,+1.469971433336E+00,+51.022011680E-03
+575.000E-09,+1.466426795881E+00,+66.964647758E-03
+580.000E-09,+1.464804425766E+00,+53.357817545E-03
+585.000E-09,+1.466386312017E+00,+56.806454717E-03
+590.000E-09,+1.473363106621E+00,+60.570745406E-03
+595.000E-09,+1.472218099311E+00,+48.407266716E-03
+600.000E-09,+1.473400650316E+00,+65.044385763E-03
+605.000E-09,+1.464737932716E+00,+41.847372982E-03
+610.000E-09,+1.469670857609E+00,+67.737007509E-03
+615.000E-09,+1.464197846308E+00,+39.241629458E-03
+620.000E-09,+1.472983221723E+00,+64.105401364E-03
+625.000E-09,+1.467965107321E+00,+44.378677461E-03
+630.000E-09,+1.466473612416E+00,+54.582420503E-03
+635.000E-09,+1.468894125301E+00,+52.937735261E-03
+640.000E-09,+1.461507516386E+00,+41.749367352E-03
+645.000E-09,+1.463519798129E+00,+59.257394580E-03
+650.000E-09,+1.467203678968E+00,+34.077396200E-03
+655.000E-09,+1.466049775762E+00,+62.061863365E-03
+660.000E-09,+1.471490746762E+00,+31.594099402E-03
+665.000E-09,+1.466852366480E+00,+57.738850121E-03
+670.000E-09,+1.466231990845E+00,+34.370764745E-03
+675.000E-09,+1.456937815434E+00,+50.788200403E-03
+680.000E-09,+1.471237741460E+00,+44.703679207E-03
+685.000E-09,+1.454879621823E+00,+39.022895970E-03
+690.000E-09,+1.474885284827E+00,+51.590082465E-03
+695.000E-09,+1.468078039962E+00,+31.968646763E-03
+700.000E-09,+1.472690184890E+00,+53.848931294E-03
+705.000E-09,+1.473744348520E+00,+29.844246580E-03
+710.000E-09,+1.465854443004E+00,+54.783784378E-03
+715.000E-09,+1.468485064880E+00,+31.664542833E-03
+720.000E-09,+1.470123568229E+00,+47.086934874E-03
+725.000E-09,+1.473819662077E+00,+39.407108194E-03
+730.000E-09,+1.467660008257E+00,+37.310270209E-03
+735.000E-09,+1.471780994204E+00,+49.011735284E-03
+740.000E-09,+1.469182563407E+00,+30.126638493E-03
+745.000E-09,+1.467009100098E+00,+53.923219561E-03
+750.000E-09,+1.466590239115E+00,+27.116161875E-03
+755.000E-09,+1.459329378963E+00,+50.393282949E-03
+760.000E-09,+1.469446424717E+00,+30.183903937E-03
+765.000E-09,+1.474862215809E+00,+43.153486468E-03
+770.000E-09,+1.470692528603E+00,+36.628316884E-03
+775.000E-09,+1.470273893787E+00,+35.253855778E-03
+780.000E-09,+1.466909888246E+00,+43.800685491E-03
+785.000E-09,+1.462976243829E+00,+27.402790646E-03
+790.000E-09,+1.470842854161E+00,+49.389976703E-03
+795.000E-09,+1.470002342804E+00,+25.345893726E-03
+800.000E-09,+1.462724746306E+00,+49.082887371E-03
+805.000E-09,+1.468437946789E+00,+26.552147015E-03
+810.000E-09,+1.469467910567E+00,+42.424339662E-03
+815.000E-09,+1.459054661644E+00,+33.776292751E-03
+820.000E-09,+1.464158417889E+00,+35.410664785E-03
+825.000E-09,+1.464673927501E+00,+41.873276624E-03
+830.000E-09,+1.465643052400E+00,+28.698892481E-03
+835.000E-09,+1.464323896625E+00,+46.146638708E-03
+840.000E-09,+1.471129633711E+00,+25.068175927E-03
+845.000E-09,+1.473196949384E+00,+45.566716781E-03
+850.000E-09,+1.459005281885E+00,+27.487799222E-03
+855.000E-09,+1.462903493496E+00,+40.557483196E-03
+860.000E-09,+1.472672166932E+00,+33.516819077E-03
+865.000E-09,+1.466654772053E+00,+34.008460548E-03
+870.000E-09,+1.466101718746E+00,+39.297236344E-03
+875.000E-09,+1.464474448350E+00,+27.567168704E-03
+880.000E-09,+1.463945368728E+00,+44.356965445E-03
+885.000E-09,+1.469115542634E+00,+24.094633236E-03
+890.000E-09,+1.470982851434E+00,+46.359099835E-03
+895.000E-09,+1.471188210922E+00,+24.910929664E-03
+900.000E-09,+1.468947199118E+00,+42.212541958E-03
+905.000E-09,+1.466153510952E+00,+29.104092988E-03
+910.000E-09,+1.469647713203E+00,+35.786780236E-03
+915.000E-09,+1.464686065121E+00,+35.742089670E-03
+920.000E-09,+1.466271645430E+00,+28.343297901E-03
+925.000E-09,+1.470648124514E+00,+41.624658958E-03
+930.000E-09,+1.472248858001E+00,+21.826014000E-03
+935.000E-09,+1.471632251814E+00,+44.554198005E-03
+940.000E-09,+1.473889698408E+00,+21.804965406E-03
+945.000E-09,+1.467100999223E+00,+43.811481188E-03
+950.000E-09,+1.466203870768E+00,+24.790970773E-03
+955.000E-09,+1.472076971205E+00,+41.526487473E-03
+960.000E-09,+1.471799313718E+00,+28.235642487E-03
+965.000E-09,+1.458682994141E+00,+37.300273635E-03
+970.000E-09,+1.474371584550E+00,+33.698310425E-03
+975.000E-09,+1.465209113627E+00,+31.601231196E-03
+980.000E-09,+1.470776587278E+00,+39.929674211E-03
+985.000E-09,+1.467077402483E+00,+26.037602382E-03
+990.000E-09,+1.464630805024E+00,+43.437944039E-03
+995.000E-09,+1.470876477631E+00,+25.187637251E-03
+1.000000E-06,+1.461985029969E+00,+42.001015653E-03
+1.005000E-06,+1.466502486382E+00,+26.544954910E-03
+1.010000E-06,+1.470946740129E+00,+39.348274660E-03
+1.015000E-06,+1.468709723939E+00,+28.238401723E-03
+1.020000E-06,+1.463454662080E+00,+35.772561881E-03
+1.025000E-06,+1.465868239181E+00,+32.169226592E-03
+1.030000E-06,+1.458787860165E+00,+32.185465371E-03
+1.035000E-06,+1.470638097784E+00,+36.417514313E-03
+1.040000E-06,+1.466312581628E+00,+26.992493848E-03
+1.045000E-06,+1.463276518001E+00,+38.745389261E-03
+1.050000E-06,+1.470599875589E+00,+26.004566946E-03
+1.055000E-06,+1.469774894354E+00,+41.456285286E-03
+1.060000E-06,+1.464205083647E+00,+27.000349376E-03
+1.065000E-06,+1.459296358605E+00,+39.220641175E-03
+1.070000E-06,+1.476114953922E+00,+31.328881091E-03
+1.075000E-06,+1.473275730833E+00,+35.516752110E-03
+1.080000E-06,+1.467421100688E+00,+34.781589266E-03
+1.085000E-06,+1.460515020914E+00,+30.849708951E-03
+1.090000E-06,+1.475492618175E+00,+38.497842118E-03
+1.095000E-06,+1.464061543094E+00,+29.917796036E-03
+1.100000E-06,+1.472774469732E+00,+42.737927521E-03
+1.105000E-06,+1.468382158969E+00,+27.907730728E-03
+1.110000E-06,+1.467749570324E+00,+39.594510035E-03
+1.115000E-06,+1.470644581234E+00,+29.531533233E-03
+1.120000E-06,+1.464825685449E+00,+38.498053207E-03
+1.125000E-06,+1.467374585708E+00,+33.615819841E-03
+1.130000E-06,+1.471519394561E+00,+36.186296416E-03
+1.135000E-06,+1.473473928371E+00,+35.403729003E-03
+1.140000E-06,+1.476181597751E+00,+31.103754620E-03
+1.145000E-06,+1.470847377498E+00,+36.804063594E-03
+1.150000E-06,+1.469184598909E+00,+31.014463953E-03
+1.155000E-06,+1.465004960362E+00,+34.325863088E-03
+1.160000E-06,+1.469096846176E+00,+34.747211907E-03
+1.165000E-06,+1.466455971403E+00,+33.943038021E-03
+1.170000E-06,+1.471798333661E+00,+37.813431112E-03
+1.175000E-06,+1.461174749579E+00,+28.528106363E-03
+1.180000E-06,+1.471851256701E+00,+41.369165821E-03
+1.185000E-06,+1.468400855428E+00,+27.661223953E-03
+1.190000E-06,+1.472894941267E+00,+40.596429126E-03
+1.195000E-06,+1.471782351205E+00,+28.152186924E-03
+1.200000E-06,+1.476526728345E+00,+37.425102652E-03
+1.205000E-06,+1.472285270862E+00,+35.332591994E-03
+1.210000E-06,+1.462850872012E+00,+29.610133747E-03
+1.215000E-06,+1.466213972886E+00,+43.613268572E-03
+1.220000E-06,+1.466403199141E+00,+24.630120918E-03
+1.225000E-06,+1.477024295387E+00,+47.125986348E-03
+1.230000E-06,+1.466318461965E+00,+21.679533278E-03
+1.235000E-06,+1.464516515382E+00,+47.681633034E-03
+1.240000E-06,+1.465021545930E+00,+22.920616260E-03
+1.245000E-06,+1.475499780124E+00,+46.285565457E-03
+1.250000E-06,+1.475153895641E+00,+31.830323126E-03
+1.255000E-06,+1.489635433637E+00,+39.087308285E-03
+1.260000E-06,+1.468313253473E+00,+43.356177189E-03
+1.265000E-06,+1.332491020859E+00,+23.925309664E-03
+1.270000E-06,+990.950599157E-03,+21.841544124E-03
+1.275000E-06,+438.886244623E-03,-60.888656647E-03
+1.280000E-06,-155.313067135E-03,-103.618387418E-03
+1.285000E-06,-610.542808569E-03,-206.693410982E-03
+1.290000E-06,-886.015298305E-03,-223.008770009E-03
+1.295000E-06,-1.008365677076E+00,-268.254320370E-03
+1.300000E-06,-1.104255515911E+00,-263.129877399E-03
+1.305000E-06,-1.206819990455E+00,-279.134829979E-03
+1.310000E-06,-1.339741708768E+00,-298.641840340E-03
+1.315000E-06,-1.440561984661E+00,-283.209300947E-03
+1.320000E-06,-1.495258700375E+00,-293.119192956E-03
+1.325000E-06,-1.484846657676E+00,-254.887211927E-03
+1.330000E-06,-1.460435490843E+00,-290.436115451E-03
+1.335000E-06,-1.475868135781E+00,-280.135949947E-03
+1.340000E-06,-1.519305361653E+00,-311.417824058E-03
+1.345000E-06,-1.560988211368E+00,-281.279434400E-03
+1.350000E-06,-1.556293741710E+00,-262.855898892E-03
+1.355000E-06,-1.534392272886E+00,-252.431582872E-03
+1.360000E-06,-1.519474836004E+00,-247.664604125E-03
+1.365000E-06,-1.525930919159E+00,-291.996485697E-03
+1.370000E-06,-1.538826726069E+00,-274.081373239E-03
+1.375000E-06,-1.541577668703E+00,-297.361012305E-03
+1.380000E-06,-1.540825814746E+00,-257.633601069E-03
+1.385000E-06,-1.526681566893E+00,-273.706961578E-03
+1.390000E-06,-1.542257676994E+00,-259.841833759E-03
+1.395000E-06,-1.545401546814E+00,-268.747318842E-03
+1.400000E-06,-1.550739988847E+00,-262.461705172E-03
+1.405000E-06,-1.537193650724E+00,-240.826163315E-03
+1.410000E-06,-1.536987838902E+00,-251.630786411E-03
+1.415000E-06,-1.543780684478E+00,-227.662032069E-03
+1.420000E-06,-1.539482986843E+00,-257.574013646E-03
+1.425000E-06,-1.538353886601E+00,-233.591131415E-03
+1.430000E-06,-1.538726911105E+00,-248.934576152E-03
+1.435000E-06,-1.540782541491E+00,-228.067051642E-03
+1.440000E-06,-1.532239089203E+00,-229.864776444E-03
+1.445000E-06,-1.537999407777E+00,-235.460098772E-03
+1.450000E-06,-1.535822024243E+00,-225.209433649E-03
+1.455000E-06,-1.545642791441E+00,-240.893545955E-03
+1.460000E-06,-1.531604691224E+00,-214.907413577E-03
+1.465000E-06,-1.536422421808E+00,-233.810196614E-03
+1.470000E-06,-1.535347978552E+00,-209.989068906E-03
+1.475000E-06,-1.542771528049E+00,-223.666885350E-03
+1.480000E-06,-1.545075037290E+00,-209.831732176E-03
+1.485000E-06,-1.540044559100E+00,-204.822785069E-03
+1.490000E-06,-1.535820064131E+00,-212.386256451E-03
+1.495000E-06,-1.527097412319E+00,-191.770561175E-03
+1.500000E-06,-1.538407940475E+00,-219.964368365E-03
+1.505000E-06,-1.537799853238E+00,-190.810920205E-03
+1.510000E-06,-1.540116329377E+00,-216.058421847E-03
+1.515000E-06,-1.532733037576E+00,-182.882430627E-03
+1.520000E-06,-1.539875914028E+00,-203.802546465E-03
+1.525000E-06,-1.536624313405E+00,-183.835045346E-03
+1.530000E-06,-1.535831146306E+00,-192.316859631E-03
+1.535000E-06,-1.536107446792E+00,-189.781966639E-03
+1.540000E-06,-1.537640707173E+00,-176.184710821E-03
+1.545000E-06,-1.538022401406E+00,-189.485552382E-03
+1.550000E-06,-1.530112216263E+00,-162.992429343E-03
+1.555000E-06,-1.545410518099E+00,-188.678558950E-03
+1.560000E-06,-1.532534236926E+00,-158.448767733E-03
+1.565000E-06,-1.541946094481E+00,-180.142193223E-03
+1.570000E-06,-1.541343510637E+00,-158.720831361E-03
+1.575000E-06,-1.541799538371E+00,-169.008542611E-03
+1.580000E-06,-1.537924848110E+00,-159.934487845E-03
+1.585000E-06,-1.538438020664E+00,-158.273955845E-03
+1.590000E-06,-1.533584254164E+00,-163.858120609E-03
+1.595000E-06,-1.527193684003E+00,-151.325613029E-03
+1.600000E-06,-1.543393713019E+00,-161.669473966E-03
+1.605000E-06,-1.535964584740E+00,-144.785591822E-03
+1.610000E-06,-1.537998427721E+00,-157.831935378E-03
+1.615000E-06,-1.542694631324E+00,-144.998535438E-03
+1.620000E-06,-1.537570067731E+00,-153.563850520E-03
+1.625000E-06,-1.542029851600E+00,-146.985380951E-03
+1.630000E-06,-1.536210805037E+00,-145.603938828E-03
+1.635000E-06,-1.536133983701E+00,-148.747899115E-03
+1.640000E-06,-1.541266613913E+00,-139.260863703E-03
+1.645000E-06,-1.535709242380E+00,-149.313964554E-03
+1.650000E-06,-1.532567935785E+00,-133.953406526E-03
+1.655000E-06,-1.531058875256E+00,-143.689210382E-03
+1.660000E-06,-1.532830515483E+00,-128.809558440E-03
+1.665000E-06,-1.533058340878E+00,-139.137451999E-03
+1.670000E-06,-1.540114293875E+00,-127.760521259E-03
+1.675000E-06,-1.536762124398E+00,-132.835855871E-03
+1.680000E-06,-1.535872987171E+00,-127.190083261E-03
+1.685000E-06,-1.535521976239E+00,-124.670147435E-03
+1.690000E-06,-1.538968155732E+00,-125.652857422E-03
+1.695000E-06,-1.528942481379E+00,-119.861976169E-03
+1.700000E-06,-1.536939213032E+00,-122.943137464E-03
+1.705000E-06,-1.540291985621E+00,-116.483375328E-03
+1.710000E-06,-1.534823271489E+00,-121.883425208E-03
+1.715000E-06,-1.535838534423E+00,-113.141865848E-03
+1.720000E-06,-1.532966818697E+00,-119.055027971E-03
+1.725000E-06,-1.536542365621E+00,-111.199364113E-03
+1.730000E-06,-1.535996625042E+00,-115.803653514E-03
+1.735000E-06,-1.536128404919E+00,-108.714574614E-03
+1.740000E-06,-1.533635669425E+00,-112.377994893E-03
+1.745000E-06,-1.534444291258E+00,-106.539286893E-03
+1.750000E-06,-1.532585275243E+00,-109.856717143E-03
+1.755000E-06,-1.531184247073E+00,-105.609650724E-03
+1.760000E-06,-1.532691045933E+00,-106.594245434E-03
+1.765000E-06,-1.538767018024E+00,-104.209195510E-03
+1.770000E-06,-1.533369772613E+00,-104.452897816E-03
+1.775000E-06,-1.523646181767E+00,-102.016372320E-03
+1.780000E-06,-1.534803594974E+00,-99.187145805E-03
+1.785000E-06,-1.533278778155E+00,-99.867380263E-03
+1.790000E-06,-1.538333983919E+00,-96.372831223E-03
+1.795000E-06,-1.534805178142E+00,-94.607342734E-03
+1.800000E-06,-1.529854386068E+00,-92.965100093E-03
+1.805000E-06,-1.532822524255E+00,-89.238232477E-03
+1.810000E-06,-1.526991867794E+00,-89.757225058E-03
+1.815000E-06,-1.535638678327E+00,-86.172133894E-03
+1.820000E-06,-1.532386625370E+00,-85.726132890E-03
+1.825000E-06,-1.535119022323E+00,-83.475199901E-03
+1.830000E-06,-1.534605322046E+00,-81.984383497E-03
+1.835000E-06,-1.537182719327E+00,-83.298322356E-03
+1.840000E-06,-1.533286392439E+00,-76.598567050E-03
+1.845000E-06,-1.532446182637E+00,-84.320204439E-03
+1.850000E-06,-1.526849533465E+00,-74.399139788E-03
+1.855000E-06,-1.531013189555E+00,-81.924147729E-03
+1.860000E-06,-1.529131933800E+00,-72.085754596E-03
+1.865000E-06,-1.533708796702E+00,-77.622364012E-03
+1.870000E-06,-1.537079210304E+00,-72.689665286E-03
+1.875000E-06,-1.532560170723E+00,-75.165830289E-03
+1.880000E-06,-1.530077612737E+00,-75.225327246E-03
+1.885000E-06,-1.537781382946E+00,-68.711058902E-03
+1.890000E-06,-1.536644894587E+00,-80.546610755E-03
+1.895000E-06,-1.536257395406E+00,-62.446086724E-03
+1.900000E-06,-1.542103581989E+00,-80.096855382E-03
+1.905000E-06,-1.536188339131E+00,-61.950193316E-03
+1.910000E-06,-1.538570479042E+00,-76.327694567E-03
+1.915000E-06,-1.531311654391E+00,-63.013177453E-03
+1.920000E-06,-1.531627986408E+00,-70.081554548E-03
+1.925000E-06,-1.535717535165E+00,-69.024691995E-03
+1.930000E-06,-1.528724682715E+00,-60.031062155E-03
+1.935000E-06,-1.530917294816E+00,-76.047111989E-03
+1.940000E-06,-1.527729624018E+00,-52.508813450E-03
+1.945000E-06,-1.535299880405E+00,-77.231502484E-03
+1.950000E-06,-1.533782677869E+00,-48.220991766E-03
+1.955000E-06,-1.534243530495E+00,-76.556273851E-03
+1.960000E-06,-1.538457395623E+00,-50.441226377E-03
+1.965000E-06,-1.538967929565E+00,-69.046569866E-03
+1.970000E-06,-1.537770225382E+00,-57.976441981E-03
+1.975000E-06,-1.536735813656E+00,-61.202938084E-03
+1.980000E-06,-1.537100243820E+00,-67.516129033E-03
+1.985000E-06,-1.529008748263E+00,-48.142903895E-03
+1.990000E-06,-1.528289160774E+00,-74.352187553E-03
+1.995000E-06,-1.531272150584E+00,-42.962235848E-03
+2.000000E-06,-1.535747313798E+00,-77.099466284E-03
+2.005000E-06,-1.529959402870E+00,-44.739168380E-03
+2.010000E-06,-1.530079346682E+00,-73.500156764E-03
+2.015000E-06,-1.536378620830E+00,-50.902124236E-03
+2.020000E-06,-1.529174603943E+00,-63.172067194E-03
+2.025000E-06,-1.534220612256E+00,-61.835873519E-03
